Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,21_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_521,K_Ort,Ema_4X9,Ema_5X21,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
AVGYO,15-04-2024,9.14,6.65,65.11,8.57,8.51,8.49,8.37,8.62,8.5,8.42,8.49,4.4,9.02,8994043.33,57.83,,,,+,+,+,+,+_15-04-2024 09:00:00,+_15-04-2024 09:00:00,,,,+,,+,,,,+,,,,7,0
DNISI,15-04-2024,21.46,23.33,727.33,18.43,18.16,17.7,16.72,18.63,18.08,17.96,18.4,6.57,20.59,11042130.0,65.01,,,,+,+,,+,+_15-04-2024 09:00:00,+_15-04-2024 09:00:00,,,,+,,,,,+,+,,,,6,0
TSPOR,15-04-2024,1.74,7.41,329.53,1.62,1.62,1.65,1.7,1.63,1.63,1.59,1.62,1.43,1.67,281208504.33,50.68,,,+,+,,,+,+_15-04-2024 09:00:00,-_11-12-2023 09:00:00,,,,+,,-,,,+,,,,+,6,1
SELVA,15-04-2024,14.5,3.42,208.94,14.47,14.47,14.3,14.03,14.43,14.45,14.7,14.57,11.6,14.17,21180208.67,53.71,+,+,+,+,,,,-_08-04-2024 09:00:00,+_05-02-2024 09:00:00,,,+,,+,,,,,,,,,6,0
ZRGYO,15-04-2024,6.78,5.44,959.51,6.52,6.51,6.45,6.26,6.53,6.51,6.47,6.63,3.7,6.79,17451984.33,59.54,,+,,+,+,,+,+_15-04-2024 09:00:00,+_25-12-2023 09:00:00,,,,,,,,-,+,+,,,,6,1
HUBVC,15-04-2024,12.68,6.73,442.84,12.27,12.27,12.01,11.39,12.24,12.24,12.38,12.54,6.69,12.33,13376016.33,59.07,+,+,+,,,,+,+_15-04-2024 09:00:00,+_03-07-2023 09:00:00,-,,+,,,+,,,,,,,,6,1
KRTEK,15-04-2024,37.38,10.01,376.5,34.76,34.5,33.98,32.85,34.95,34.41,34.32,34.77,18.68,36.1,2780782.33,60.35,,,,+,,,+,+_15-04-2024 09:00:00,+_03-07-2023 09:00:00,,,,+,,+,,,,+,,+,,6,0
ATATP,15-04-2024,147.9,16.73,287.22,128.86,126.96,123.95,115.72,130.47,126.5,124.72,128.24,42.16,141.4,5747773.67,64.03,,,,+,+,,+,+_15-04-2024 09:00:00,+_15-04-2024 09:00:00,,,,+,,,,,+,+,,,,6,0
ETILR,15-04-2024,20.08,23.42,2771.3,17.52,17.09,16.59,16.05,17.75,16.98,17.18,16.87,9.68,19.38,8484982.33,66.61,,,,,,,+,+_15-04-2024 09:00:00,+_29-01-2024 09:00:00,,,,+,,+,,,+,+,,+,,6,0
OYAYO,15-04-2024,43.0,11.92,323.23,40.48,38.99,36.77,34.15,40.94,38.51,40.05,37.63,15.2,42.23,628455.33,64.43,+,,,,,,,+_22-01-2024 09:00:00,+_15-01-2024 09:00:00,,,+,+,,+,,+,,,,+,,6,0
NUGYO,15-04-2024,7.47,4.04,258.36,7.18,7.14,7.1,7.07,7.2,7.13,7.13,7.16,6.41,7.3,6497511.33,56.68,,,,+,+,,+,+_15-04-2024 09:00:00,+_08-04-2024 09:00:00,,,,+,,-,,,,+,+,,,6,1
YYAPI,15-04-2024,3.7,3.06,254.92,3.64,3.64,3.63,3.57,3.64,3.64,3.65,3.68,2.05,3.61,38869718.67,54.02,+,+,+,,+,,,-_25-03-2024 09:00:00,+_15-01-2024 09:00:00,,,+,,,-,,+,,,,,,6,1
MACKO,15-04-2024,84.65,7.15,414.62,79.2,78.29,78.1,78.59,79.83,78.16,77.57,77.75,75.25,83.15,1729419.67,56.38,,,,+,+,+,,+_08-04-2024 09:00:00,+_15-04-2024 09:00:00,,,,,+,,,,,,+,,+,6,0
KAREL,15-04-2024,15.49,8.78,354.44,14.92,14.98,14.91,14.63,14.9,14.98,15.06,15.23,7.53,14.86,10546311.67,55.93,+,+,+,,+,,,-_25-03-2024 09:00:00,+_05-02-2024 09:00:00,,,+,,,-,,,,,,,,5,1
KRPLS,15-04-2024,8.75,4.04,290.26,8.49,8.49,8.45,8.37,8.49,8.48,8.48,8.57,7.99,8.6,6337959.67,55.39,,,,+,+,,+,+_15-04-2024 09:00:00,+_29-01-2024 09:00:00,,,,,+,,,,,,,+,,5,0
BEGYO,15-04-2024,4.61,8.47,346.26,4.51,4.6,4.65,4.62,4.47,4.62,4.61,4.8,4.5,4.48,84597117.0,50.15,+,+,,,,,,-_25-03-2024 09:00:00,-_01-04-2024 09:00:00,,,+,,+,,+,,,,,,,5,0
BEYAZ,15-04-2024,26.48,15.43,990.96,23.83,23.31,22.79,22.14,24.11,23.19,23.27,22.96,13.99,26.02,9260860.67,66.13,,,,,,,,+_05-02-2024 09:00:00,+_29-01-2024 09:00:00,,,,+,,+,,,+,+,+,,,5,0
TERA,15-04-2024,41.8,3.01,246.93,40.45,40.46,40.35,39.64,40.51,40.46,40.41,40.65,32.38,41.58,983670.67,55.66,,,,,+,,+,+_15-04-2024 09:00:00,+_15-04-2024 09:00:00,,,,,,,,,+,+,,+,,5,0
EPLAS,15-04-2024,6.55,0.46,390.64,6.46,6.45,6.43,6.42,6.46,6.45,6.45,6.49,4.36,6.5,11636183.33,52.28,,,,+,+,,+,+_15-04-2024 09:00:00,+_08-04-2024 09:00:00,,,,,,-,,,+,,+,,,5,1
IHLAS,15-04-2024,1.09,1.87,300.21,1.07,1.07,1.08,1.09,1.07,1.07,1.06,1.08,0.82,1.06,194811469.0,50.33,,,+,,,,,-_11-03-2024 09:00:00,-_11-03-2024 09:00:00,,,,+,,-,,,+,+,,+,,5,1
KUYAS,15-04-2024,49.88,11.54,282.99,47.46,48.78,51.26,53.32,47.28,49.31,47.19,50.05,25.79,47.17,4841850.0,46.18,+,+,,,,,,-_25-12-2023 09:00:00,-_05-02-2024 09:00:00,,,+,,,-,,,+,+,,,,5,1
OYYAT,15-04-2024,43.96,1.76,390.53,43.53,43.78,44.06,44.58,43.45,43.84,43.7,44.36,27.78,44.01,825979.0,47.88,+,+,,,,,,-_18-03-2024 09:00:00,-_18-03-2024 09:00:00,,+,,,,,,-,+,,+,,,5,1
GLYHO,15-04-2024,13.57,7.1,299.58,12.97,12.8,12.57,12.32,13.04,12.75,12.88,12.72,7.36,13.22,51679331.0,61.19,+,,,,,,,+_22-01-2024 09:00:00,+_05-02-2024 09:00:00,,,+,,,+,,+,,+,,,,5,0
NTGAZ,15-04-2024,18.24,6.36,390.48,17.41,17.5,17.61,17.54,17.42,17.53,17.31,17.7,9.76,17.75,7940902.0,53.22,,+,+,,,,,-_18-03-2024 09:00:00,-_25-03-2024 09:00:00,,,,+,,,,,,+,,+,,5,0
CWENE,15-04-2024,305.25,4.54,588.57,293.46,294.7,297.37,298.89,293.93,295.31,289.89,299.26,280.55,297.17,5000016.0,51.82,,,+,,,,,-_04-03-2024 09:00:00,-_11-03-2024 09:00:00,,,,+,,,,,+,+,,+,,5,0
ESEN,15-04-2024,19.96,5.55,610.05,19.49,19.62,19.75,19.9,19.45,19.65,19.68,19.88,12.18,19.51,9881380.33,50.18,+,+,+,,,,,-_25-03-2024 09:00:00,-_25-03-2024 09:00:00,,,+,,,,,,,,,+,,5,0
RTALB,15-04-2024,12.88,5.14,650.34,12.63,12.95,13.37,13.63,12.56,13.05,12.65,13.37,9.89,12.87,13583975.33,45.99,+,,,,,,,-_04-03-2024 09:00:00,-_11-03-2024 09:00:00,,,+,,,-,,,+,+,,,+,5,1
KATMR,15-04-2024,2.27,4.13,512.69,2.22,2.25,2.27,2.26,2.22,2.26,2.23,2.31,1.56,2.22,171647428.67,51.29,+,+,,,,,,-_18-03-2024 09:00:00,-_25-03-2024 09:00:00,,,,,+,-,,,+,,,,+,5,1
TUKAS,15-04-2024,8.41,3.32,555.71,8.24,8.26,8.24,8.18,8.23,8.26,8.28,8.37,4.83,8.26,74675164.33,53.19,+,+,+,,,+,,-_25-03-2024 09:00:00,+_15-04-2024 09:00:00,,,,,,-,,,+,,,,,5,1
ARSAN,15-04-2024,16.0,17.22,666.41,14.38,14.04,13.58,13.0,14.55,13.94,14.1,13.85,6.68,15.42,22023667.67,70.37,,,,,,,,+_08-01-2024 09:00:00,+_02-01-2024 09:00:00,,,,+,,+,,,+,+,,+,,5,0
ALCTL,15-04-2024,117.4,3.07,356.33,116.42,116.5,114.58,110.74,116.12,116.24,117.82,118.35,60.63,115.3,2024765.0,56.08,+,+,+,,,,,-_01-04-2024 09:00:00,+_22-01-2024 09:00:00,-,,+,,,+,,,,,,,,5,1
GEDIK,15-04-2024,14.47,1.4,316.81,14.24,14.28,14.36,14.36,14.25,14.29,14.23,14.33,7.78,14.38,3293326.33,51.69,,,+,,,,,-_18-03-2024 09:00:00,-_18-03-2024 09:00:00,,,,,,-,,,,+,,+,+,4,1
BURVA,15-04-2024,178.9,15.64,579.53,156.02,147.75,136.28,121.97,159.37,145.28,150.48,141.92,49.26,168.5,547648.0,74.86,,,,,,,,+_06-11-2023 09:00:00,+_22-05-2023 09:00:00,,,,,,+,,,+,+,,+,,4,0
SUWEN,15-04-2024,20.96,1.95,165.59,20.84,20.94,21.0,20.96,20.79,20.96,21.01,21.07,15.63,21.17,4625236.67,50.56,+,+,,,,,,-_25-03-2024 09:00:00,-_01-04-2024 09:00:00,-,+,+,,,,,-,,,,,,4,2
MANAS,15-04-2024,10.16,6.39,728.46,9.73,9.68,9.58,9.48,9.75,9.66,9.72,9.73,7.11,10.07,9554142.67,55.44,,,,+,,,+,+_15-04-2024 09:00:00,+_12-02-2024 09:00:00,-,,,,,,,,+,,,+,,4,1
CANTE,15-04-2024,19.13,3.57,398.06,18.47,18.35,18.29,18.43,18.55,18.33,18.25,18.31,16.26,19.79,153270472.67,52.08,,,,,+,+,,+_08-04-2024 09:00:00,+_15-04-2024 09:00:00,,+,,,,,,-,+,,,,,4,1
SANEL,15-04-2024,28.98,0.0,601.78,28.36,28.32,27.98,26.94,28.4,28.28,28.19,28.61,13.65,29.68,2347267.0,56.84,,,,+,,,+,+_15-04-2024 09:00:00,+_27-11-2023 09:00:00,,,,,,+,,-,,+,,,,4,1
MAGEN,15-04-2024,19.58,28.9,1118.82,16.43,15.78,15.28,15.14,16.77,15.63,15.9,15.23,9.08,18.2,61656838.67,62.58,,,,,,,,+_05-02-2024 09:00:00,+_11-03-2024 09:00:00,,+,,,+,,,,+,+,,,,4,0
SKYMD,15-04-2024,11.33,3.56,357.88,11.19,11.2,11.08,10.88,11.17,11.18,11.3,11.35,10.51,10.95,15818159.33,54.16,+,+,+,,,,,-_01-04-2024 09:00:00,+_15-04-2024 09:00:00,-,,+,,,,,,,,,,,4,1
MZHLD,15-04-2024,8.53,1.67,602.98,8.42,8.51,8.6,8.66,8.4,8.53,8.42,8.67,6.29,8.36,5427543.33,48.16,,+,,,,,,-_11-03-2024 09:00:00,-_18-03-2024 09:00:00,,,,,,+,,,+,,,,+,4,0
SILVR,15-04-2024,22.68,17.15,899.71,20.07,19.45,18.68,17.85,20.36,19.27,19.63,19.03,12.31,21.32,5248095.33,68.38,,,,,,,,+_22-01-2024 09:00:00,+_29-01-2024 09:00:00,,,,+,,+,,,+,+,,,,4,0
ARENA,15-04-2024,49.02,8.98,135.92,45.71,45.31,44.13,41.64,45.91,45.13,45.48,45.79,19.31,47.57,2643547.33,62.97,,,,+,,,+,+_15-04-2024 09:00:00,+_19-06-2023 09:00:00,,,,+,,+,,,,,,,,4,0
MERKO,15-04-2024,14.75,7.43,176.03,13.91,13.5,12.83,11.95,14.05,13.36,13.72,13.26,6.47,14.46,9762048.0,69.45,,,,,,,,+_08-01-2024 09:00:00,+_08-01-2024 09:00:00,,,,,,+,,+,,+,,+,,4,0
IDGYO,15-04-2024,6.7,8.06,271.63,6.37,6.27,6.13,5.98,6.41,6.24,6.34,6.2,3.51,6.55,4425970.67,58.85,+,,,,,,,+_12-02-2024 09:00:00,+_12-02-2024 09:00:00,,,+,+,,-,,,+,,,,,4,1
PSGYO,15-04-2024,6.74,2.74,441.33,6.67,6.7,6.63,6.45,6.65,6.7,6.76,6.83,4.35,6.8,67871310.0,54.02,+,+,+,,,,,-_01-04-2024 09:00:00,+_29-01-2024 09:00:00,-,,+,,,,,,,,,,,4,1
IHLGM,15-04-2024,1.43,2.88,312.4,1.4,1.41,1.44,1.45,1.4,1.42,1.39,1.44,1.14,1.39,129899815.0,49.21,,+,,,,,,-_04-03-2024 09:00:00,-_11-03-2024 09:00:00,,,,,,+,,,,+,,,+,4,0
IEYHO,15-04-2024,5.66,5.01,369.41,5.44,5.44,5.37,5.15,5.45,5.43,5.44,5.51,2.23,5.52,42874206.33,58.81,,,,+,,,+,+_15-04-2024 09:00:00,+_03-07-2023 09:00:00,,,,+,,+,,,,,,,,4,0
MIPAZ,15-04-2024,85.2,4.35,465.64,86.63,86.73,83.14,75.52,85.96,86.25,89.26,89.17,23.32,85.17,2289703.0,59.07,,,+,-,,,,-_08-04-2024 09:00:00,+_12-06-2023 09:00:00,,,,,,+,,+,+,,,,,4,1
ISKPL,15-04-2024,8.76,3.67,478.65,8.48,8.49,8.48,8.41,8.48,8.49,8.48,8.59,7.14,8.56,8700238.0,54.07,,,,,+,+,,-_18-03-2024 09:00:00,+_15-04-2024 09:00:00,,,,,,,,,+,,,+,,4,0
BAKAB,15-04-2024,54.05,11.21,267.88,48.26,46.85,45.28,43.16,49.01,46.5,46.83,45.87,21.37,51.95,1345281.0,68.17,,,,,,,,+_06-11-2023 09:00:00,+_19-06-2023 09:00:00,,,,,,+,,,+,+,+,,,4,0
PARSN,15-04-2024,113.5,-0.79,325.51,110.84,110.66,110.22,109.31,111.04,110.58,110.49,111.72,62.39,112.9,1886162.0,53.65,,,,+,+,,+,+_15-04-2024 09:00:00,+_08-04-2024 09:00:00,,,,,,-,,,-,+,,,,4,2
RODRG,15-04-2024,102.0,7.14,869.43,95.16,92.17,86.97,80.26,96.08,91.11,95.14,90.12,37.67,102.5,541993.33,65.34,,,,,,,,+_22-01-2024 09:00:00,+_30-10-2023 09:00:00,,,,,,+,,-,+,+,,+,,4,1
PKART,15-04-2024,85.15,14.83,306.24,77.85,74.86,69.47,62.21,78.74,73.78,77.17,73.18,26.58,80.43,2029085.33,67.17,+,,,,,,,+_15-01-2024 09:00:00,+_03-07-2023 09:00:00,,,+,+,,+,,,,,,,,4,0
RYGYO,15-04-2024,31.84,14.29,655.85,28.9,28.19,27.44,26.5,29.24,28.01,28.3,27.5,12.16,31.23,19834323.67,68.21,,,,,,,,+_05-02-2024 09:00:00,+_29-05-2023 09:00:00,,,,,,+,,,+,+,+,,,4,0
KCAER,15-04-2024,59.85,14.44,391.9,53.21,51.34,48.31,44.06,53.96,50.72,52.47,50.37,25.22,58.22,55941477.0,74.07,,,,,,,,+_25-12-2023 09:00:00,+_15-04-2024 09:00:00,,,,+,,,,,+,+,,+,,4,0
KLSYN,15-04-2024,6.44,2.71,340.58,6.34,6.35,6.31,6.22,6.34,6.34,6.39,6.41,4.34,6.37,8918780.67,53.94,+,+,+,,,,,-_25-03-2024 09:00:00,+_05-02-2024 09:00:00,-,,,,,,,,+,,,,,4,1
KMPUR,15-04-2024,63.2,3.86,290.77,61.1,61.65,62.68,63.76,61.08,61.86,60.73,62.72,51.27,62.57,6033153.33,48.91,,+,+,,,,,-_04-03-2024 09:00:00,-_11-03-2024 09:00:00,,,,,,,,,,+,,,+,4,0
AYDEM,15-04-2024,27.8,3.81,160.19,27.44,27.3,26.56,25.23,27.4,27.18,27.81,27.54,13.58,27.01,8930251.33,59.28,+,+,,,,,,+_15-01-2024 09:00:00,+_08-01-2024 09:00:00,,,+,+,,,,,,,-,,,4,1
ULUSE,15-04-2024,187.6,8.19,837.41,175.14,172.03,168.01,164.35,176.5,171.11,173.45,170.24,118.77,182.07,502042.67,60.98,,,,,,,,+_29-01-2024 09:00:00,+_12-02-2024 09:00:00,,,,+,,+,,,+,,,,,3,0
MNDRS,15-04-2024,12.55,6.36,522.0,11.96,11.85,11.6,11.23,12.0,11.81,11.95,11.9,6.28,12.19,13444194.0,59.94,,,,,,,,+_08-04-2024 09:00:00,+_05-02-2024 09:00:00,,,,+,,+,,,,,,+,,3,0
BURCE,15-04-2024,260.0,28.71,463.67,211.93,200.94,189.26,176.43,217.62,198.2,200.99,193.26,75.71,239.5,1713022.33,72.74,,,,,,,,+_15-01-2024 09:00:00,+_13-11-2023 09:00:00,,,,,,+,,,+,+,,,,3,0
DMSAS,15-04-2024,6.63,1.22,158.89,6.33,6.16,5.9,5.64,6.4,6.1,6.28,6.02,3.59,6.77,21319654.0,68.35,,,,,,,,+_29-01-2024 09:00:00,+_05-02-2024 09:00:00,,,,,,+,,-,+,+,,,,3,1
UFUK,15-04-2024,483.0,53.94,124.25,348.3,311.54,268.88,224.71,364.94,301.61,323.53,280.24,71.06,429.92,570492.33,86.59,,,,,,,,+_22-01-2024 09:00:00,+_19-06-2023 09:00:00,,,,,,+,,,+,+,,,,3,0
PAPIL,15-04-2024,157.9,12.79,629.27,140.78,134.92,124.52,108.7,143.03,132.91,137.48,132.64,34.46,154.67,2315417.67,70.88,,,,,,,,+_13-11-2023 09:00:00,+_15-04-2024 09:00:00,,,,,,+,,,+,+,,,,3,0
MSGYO,15-04-2024,14.0,1.45,428.33,13.94,14.08,14.1,13.73,13.89,14.11,14.03,14.35,6.97,13.81,1624906.67,53.7,+,,,,,,,-_18-03-2024 09:00:00,+_05-06-2023 09:00:00,,,+,,,+,,,,,,,,3,0
AKSA,15-04-2024,104.1,3.07,249.82,101.33,100.78,99.45,97.06,101.53,100.54,101.33,100.87,56.79,102.85,5666226.33,57.74,,,,,,,,+_08-04-2024 09:00:00,+_25-12-2023 09:00:00,,,,+,,+,,,,,,+,,3,0
ARASE,15-04-2024,70.15,3.93,540.72,67.12,66.53,65.57,63.57,67.47,66.36,66.17,66.62,41.15,68.55,5913124.33,60.98,,,,,,,,+_08-04-2024 09:00:00,+_15-04-2024 09:00:00,,,,,,,,,+,+,,+,,3,0
PCILT,15-04-2024,13.58,4.06,271.17,13.35,13.58,13.73,13.64,13.28,13.63,13.47,13.99,9.38,13.26,7909257.67,50.45,+,+,,,,,,-_18-03-2024 09:00:00,-_01-04-2024 09:00:00,,,+,,,,,,,,,,,3,0
ANSGR,15-04-2024,83.95,1.76,170.3,79.21,76.77,73.71,69.17,80.26,76.1,77.35,74.65,25.95,83.3,7090102.33,72.34,,,,,,,,+_17-07-2023 09:00:00,+_17-07-2023 09:00:00,,,,,,+,,+,,,+,,,3,0
ANHYT,15-04-2024,53.7,7.92,186.92,49.83,49.05,47.93,46.14,50.22,48.81,49.19,48.83,22.48,51.35,3418695.0,62.86,,,,,,,,+_08-04-2024 09:00:00,+_08-01-2024 09:00:00,,,,,,+,,,,+,,+,,3,0
NETAS,15-04-2024,91.0,11.18,673.51,83.89,80.81,75.53,68.78,84.86,79.72,83.43,78.84,32.83,87.98,4782935.0,69.68,,,,,,,,+_15-01-2024 09:00:00,+_15-01-2024 09:00:00,,,,,,+,,,+,,,+,,3,0
SAHOL,15-04-2024,88.3,1.9,340.98,85.57,83.51,80.33,75.92,86.31,82.85,84.18,82.16,36.88,86.67,133674353.33,70.42,,,,,,,,+_13-11-2023 09:00:00,+_05-06-2023 09:00:00,,,,,,+,,+,,-,,+,,3,1
CRDFA,15-04-2024,9.92,20.98,480.22,8.47,8.11,7.71,7.27,8.65,8.02,8.16,7.83,4.03,9.26,56669048.67,70.27,,,,,,,,+_05-02-2024 09:00:00,+_29-01-2024 09:00:00,,,,,,+,,,+,+,,,,3,0
OTKAR,15-04-2024,499.25,2.41,351.27,489.94,487.99,481.88,465.29,490.81,487.11,487.38,490.39,205.58,495.5,1560689.67,60.76,,,,,,,,+_01-04-2024 09:00:00,+_05-06-2023 09:00:00,,,,+,,+,,+,,,,,,3,0
SKYLP,15-04-2024,161.0,-0.25,153.52,158.87,158.55,154.65,143.62,158.98,158.12,157.91,162.25,54.45,161.37,1411716.67,60.67,,,,+,,,,+_08-04-2024 09:00:00,+_26-06-2023 09:00:00,,,,,,+,,,-,+,,,,3,1
METUR,15-04-2024,12.98,29.8,966.89,10.72,10.17,9.58,8.89,10.98,10.03,10.3,9.69,3.97,11.9,27722371.67,72.65,,,,,,,,+_22-01-2024 09:00:00,+_26-06-2023 09:00:00,,,,,,+,,,+,+,,,,3,0
SUMAS,15-04-2024,618.0,16.17,504.32,558.12,524.73,475.12,417.36,568.59,513.87,551.12,494.05,144.11,594.0,34191.0,75.62,,,,,,,,+_29-01-2024 09:00:00,+_29-01-2024 09:00:00,,,+,,,+,,,+,,,,,3,0
BJKAS,15-04-2024,89.3,19.54,321.41,75.54,71.77,67.22,61.6,77.32,70.75,72.77,69.07,21.12,83.77,12038375.33,69.88,,,,,,,,+_22-01-2024 09:00:00,+_20-06-2022 09:00:00,,,,,,+,,,,+,,+,,3,0
